NO,TITLE,REFRENCE NO. ,DATE,URL LINK,Keyword/s,Category,Responsible Office
857,Whether or not there is a need for a PB to seek prior written permission from the SILG before he/ she can practice her profession or engage in any other profession,LO-029S2011,05/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2012115-6b622b3883.pdf, PB to seek prior written permission,,
856,Barangay Tanods cannot be armed during their tour of duty,LO-031S2011,05/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2012115-02e70b24fe.pdf,tour of duty,,
855,Whether or not an OIC of BPLO is authorized to cause the revocation of a business permit issued by the Mayor,LO-033S2011,05/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2012115-c46578750b.pdf, OIC of BPLO ,,
854,"Demand of Avelino S. Tanguakio, Sangguniang Barangay member for the payment of his honorarium during his suspension",LO-035S2011,05/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2012115-52cfd5b232.pdf,payment of his honorarium during his suspension,,
853,"Resolution No. 149 s. 2011 decreasing the natural wealth tax share of Itogon, Benguet regarding the operation of the San Roque Multi-Purpose Dam Project (SRMOP)",LO-036S2011,05/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2012115-5237f15c09.pdf,Resolution No. 149 s. 2011,,
852,"Whether MO No. 14, which mandates all natural government GOCCâ€™s and LGUâ€™s to start the process of payment of one-half of the year- End Bonus and cash gift to their employees on 1 May 2011, covers all local elective officials",LO-041S2011,05/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2012115-8cead39495.pdf,End Bonus and cash gift to their employees,,
851,This department refrains from rendering opinion on matters that are presumptively valid acts,LO-046S2011,14/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121114-727cacf850.pdf,presumptively valid acts,,
850,"Section 20 of RA 7160 provides for the reclassification of land which may be validly made through an ordinance, passed by the sanggunian concerned after the conduct of public hearings held for that purpose -A special session may be called by the LCE or by majority of the members of the sanggunian, where public interest so demands -Section 60 of RA 7160 enumerates the various grounds for disciplinary actions wherein an elective official may be disciplined, suspended or removed from office",LO-048S2011,14/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121114-f4fcb816e1.pdf,Section 20 of RA 7160,,
849,Filling up of temporary vacancy in the office of the Vice Mayor,LO-050S2011,14/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121114-1b2d127695.pdf,Filling up of temporary vacancy,,
848,"Sec. 6, Rule IV of the IRR of RA 8371, it is that mandate that the ICCs / IPs shall be provided mandatory representation in all policy making bodies and in local sanggunians",LO-051S2011,14/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121114-5cace7e767.pdf,"Sec. 6, Rule IV of the IRR of RA 8371",,
847,Whether or not a local government unit can operate a cockpit as an economic enterprise,LO-052S2011,14/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121114-6543e6eb14.pdf,operate a cockpit as an economic enterprise,,
846,The proper imposition of brgy. Clearance and the legal basis upon which said clearance may issue,LO-053S2011,14/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121114-4fd2b42670.pdf,proper imposition of brgy. Clearance,,
845,"Pending of appointment of the other SK Officials, the remaining set of SK officials may already transact official business, including the formulation and enactment of the SK Budget",LO-054S2011,21/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121121-189749e82e.pdf,appointment of the other SK Officials,,
844,The head of the LGU concerned is bound by law to ensure that business entities operating thereat are fully complying with both the natural and local laws,LO-055S2011,21/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121121-aa76199674.pdf,bound by law,,
843,"Assailing the propriety of the appointment of Mr. Arturo Gregorio as member of the SB of Altawas, Aklan",LO-058S2011,21/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121121-02e6920ccb.pdf,Assailing the propriety,,
842,"The issue of his entitlement to longevity pay or not, taking into account the break in the service arising from his summary dismissal from the service which was later on modified into a suspension",LO-059S2011,21/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121121-b9a3193e87.pdf,issue of his entitlement,,
841,The authority to draw checks for the settlement of obligations is vested with the local treasure and not with the Municipal Administrator,LO-061S2011,21/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121121-9b38f26d05.pdf,authority to draw checks,,
840,"Section 60 of RA 7160 enumerate the grounds for an elective local official to be charged administratively, local elective officials shall be entitled to leave privileges as those enjoyed by the appointive local officials, including accumulation and commutation thereof",LO-062S2011,21/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121121-d1742ef30b.pdf,Section 60 of RA 7160 ,,
839,It is clear that the duly elected President of Liga at the Municipal Chapter shall serve as ex-officio member of the SB,LO-064S2011,26/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121126-39674f08a5.pdf, President of Liga,,
838,"Clarification on the opinion previously rendered by the Dept. addressed to the Sangguniang Bayan of Altavas, Aklan re: the Presidency of the Liga ng mga Baragay in the said municipality",LO-067S2011,26/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121126-681dd47762.pdf,Clarification on the opinion,,
837,Opinion in JO2 Caguisanoâ€™s entitlement to longevity pay,LO-068S2011,26/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121126-dc400dddf6.pdf,JO2 Caguisanoâ€™s ,,
836,The power of the municipalities to establish fish ports,LO-069S2011,26/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121126-8a11403de1.pdf,power of the municipalities,,
835,All executive orders promulgated by the component city or municipal mayor shall be forwarded to the governor within three (3) days from their issuance,LO-076S2011,27/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121127-bc7832cc47.pdf,All executive orders,,
834,Municipalities and cities are granted the power to regulate the operation of tricycles and grant franchises within their respective territorial jurisdictions subject to the guidelines prescribed by the DOTC pursuant to Sections 447 (3) (VI) and 458 (3) (VI) of the LGC,LO-077S2011,27/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121127-b7e5202d96.pdf, Sections 447 (3) (VI) and 458 (3) (VI) ,,
833,Opinion on why the DILG and DBM Joint Circular No. 2011-1 capability building or HRO activities for LGUs is no longer allowed to be funded out of the 20% Development Fund,LO-078S2011,27/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121127-779e393db6.pdf,Joint Circular No. 2011-1 ,,
832,"Beyond the length of time that elapsed, an ordinance duly passed enjoys the presumption of validity",LO-080S2011,27/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121127-5d20da2cc6.pdf,Beyond the length,,
831,"Any question as to the validity of the ordinance authorizing the supplemental budget should already be threshed out before the proper forum by filing the appropriate pleading, the matter being adjudicatory in nature",LO-081S2011,27/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121127-27b3bc674d.pdf,validity of the ordinance,,
830,Whether PBs have the authority to order the temporary closure of roads pursuant to Section 21 (c) of the LGC of 1991,LO-084S2011,27/11/2012,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-20121127-e76194177f.pdf,Section 21 (c) of the LGC of 1991,,
829,"Whether or not the proposed ordinance by the Municipality of Bauan, Batangas imposing permit and environmental fees in the entry and transit of scrap materials is in accordance with law, specifically under Section 133(e) of the LGC.",LO-018S2011,12/02/2013,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2013212-0f88abcc45.pdf, Section 133(e) of the LGC.,,
828,"Clarification and proper guidance as to the validity of an Ordinance passed by the Sanggunian Barangay of Buscayan, Macrohon, Leyte.",LO-024S2011,13/02/2013,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/DILG-Legal_Opinions-2013213-be33fb7442.pdf,Clarification and proper guidance,,
827,The Validity of City Ordinance No. 2012-422 on Comprehensive Land Use Plan (CLUP) and City Zoning Ordinance enacted on 06 December 2010.The subject ordinance was passed in view of the expiration of the prior CLUP/Zoning Ordinance for the period 2000-2010,LO-001S2012,02/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201472_7997d74f96.pdf,Ordinance No. 2012-422,,
826,Clarification on the issue regarding the withholding of Honoraria of Barangay Elective Officials,LO-002S2012,02/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201472_ecb1d05ab1.pdf,Honoraria of Barangay Elective Officials,,
825,Opinion on whether trucks carrying aggregate Sub-based Course (ASBC) is covered by DILG MC No.2011-122 and DILG MC No2011-151,LO-003S2012,02/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201472_c21e0ff1e2.pdf,DILG MC No.2011-122 and DILG MC No2011-151,,
824,Clarification and request for opinion on the validity of assumption to Office as Acting Municipal Mayor,LO-004S2012,02/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201472_e99fc76135.pdf,Clarification and request ,,
823,Query of City Local Government Operation Officer Ormoc City on the proper Implementation of the COMELEC Resolution in relation to DILG Circular No. 2010-19,LO-005S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_abf820100e.pdf,DILG Circular No. 2010-19,,
822,Whether Section 3 of BP 220 subsists with the repeal of PD 1185 by the RA 9514 and Whether the specification for a 0.30 meter fire wall detailed / specified in the 2008 BP 220 IRR is valid and subsisting.,LO-006S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_94640287ce.pdf,PD 1185 by the RA 9514,,
821,"Validity of Ordinance authorizing the levy fees and taxes on transport of garbage in relation to Memorandum Circular No. 2011-151 particulary on the proposed Tax Ordinance of the Sangguniang Bayan of Bamban,Tarlac",LO-007S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_83522241a3.pdf, Memorandum Circular No. 2011-151,,
820,"Clarification on the issue referring to DILG opinion No. 29,series of 2011 dated 27 June 2011 and not June 2010 re: punong Barangay to seek permission from the Department when practicing Profession.",LO-008S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_0baddb6298.pdf,DILG opinion No. 29,,
819,"Seek approval for the City Government of Taguig through its Business Permits and licensing Office (BPLO) and the City Treasurer's Office, to include in its collection for the month of January 2012,the required Fire Code Fees being collected by the BFP",LO-009S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_7ae3f18856.pdf,Business Permits and licensing Office (BPLO) ,,
818,1st Endorsement of DBM Region VIII Director which refers to the Department the 25th October 2011 request for opinion of Philippine Health Insurance Corporation (PHIC) Region VIII Vice president on the propriety of charging the PhilHealth Premium Contributions of the Non-NHTS indigents enrollees to the 20% Development Fund,LO-010S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_e682572478.pdf,1st Endorsement of DBM ,,
817,Possible administrative offenses to be filed against Local Officials due to lack of or delay in the filing of application for leave of absence.,LO-012S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_80e2d06477.pdf, filed against Local Officials,,
816,"	Legality of the Act of Barangay San Jose, Bauan Batangas to require Barangay IDs and sufficiency of Barangay Ordinance No. 51",LO-013S2012,24/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014724_96ee81de80.pdf,Legality of the Act,,
815,"Query on whether the Vice Mayor can by necessary implication,issue the Allotment Release Order (ARO) in relation to Sangguniang Panglungsod Funds",LO-014S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_9120bc7455.pdf,Allotment Release Order ,,
814,"Whether the Sectoral representatives (IPs/ICCs) are entitled to the Third Tranche of the modified Salary Schedule for LGU Personnel and , if in affirmative ,whether the grant thereof is mandatory",LO-015S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_1c2dc4b8a0.pdf,Sectoral representatives,,
813,"The Sangguniang Bayan of Liloan,Southern Leyte enacted Municipal Ordinance No. 29-93, as amended by Municipal Ordinance No. 35-93.Said Ordinance imposes Fees to all vehicles for the use of the Municipal Road which connects the National Highway down to the toll gate of the Ferry Terminal of Liloan",LO-016S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_11e868726e.pdf,Municipal Ordinance No. 35-93.,,
812,Query on whether a Sangguniang Bayan Secretary may be designated as OIC Municipal Treasurer,LO-017S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_68ff37b2e3.pdf, OIC Municipal Treasurer,,
811,"Clarification on whether or not the collection of annual fixed tax is covered by MC No. 2009-76,which prohibits LGUs from charging pass through fees on vehicles especially those carrying agricultural goods and products",LO-018S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_6405efebdc.pdf, MC No. 2009-76,,
810,"Clarification on MC No. 2011-151, which suspends the imposition and collection of pass through fees vis-a-vis the collection of toll fees as authorized under Section 155 of LGU Code of 1991",LO-019S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_f711b25583.pdf,Clarification on MC No. 2011-151,,
809,The Sangguniang Panlalawigan of Zamboanga Del Sur thru its Resolution No. 2K11-579 declared invalid Bayog's Municipal Ordinance No. 11-92-11 for being contrary to RA 7942 or the Philippine Mining Act of 1995,LO-020S2012,25/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014725_124e5150a8.pdf,Municipal Ordinance No. 11-92-11,,
808,"Invalidity of some portions of the Revised Revenue Code of San Simon,Pampanga and Scope of Municipalities Taxing Power, Situs Tax",LO-021S2912,31/07/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014731_3936e8e5fa.pdf,Invalidity of some portions,,
807,whether the highest ranking members of the sangguniang Panglungsod can immediately take over and perform the functions and duties of the Vice mayor as a result of the exercise of the power and performance of the duties and functions of mayor by the Vice Mayor on account of the indefinite leave of absence of the elected mayor due to illness,LO-022S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_5260f81398.pdf,mmediately take over and perform the functions and duties,,
806,"Queries on what is the effect of the exercise of the powers and performance of the duties and functions of the Mayor by the Vice Mayor on account of the indefinite leave of absence of the elected Mayor due to illness,what functions of the elected Vice Mayor and what should be discharged by his successors in office",LO-023S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_d164d1088d.pdf, exercise of the powers and performance ,,
805,The LGU of General Santos request for clarification regarding the MC No. 2011-68 particularly the exception to the prohibition on the operation of the tricycles and pedicabs along the National Highway,LO-024S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_249956a0f7.pdf,MC No. 2011-68,,
804,Clarification on MC No. 2011-68 particularly the exception to the prohibition on the operation of tricycles along the National Highway,LO-025S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_22c1024f75.pdf,Clarification on MC No. 2011-68 ,,
803,Opinion on whether or not its is necessary for this Department to implement the Ombudsman decision in OMB-L-A-10-0053-E,LO-026S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_1cb3ace1b3.pdf,OMB-L-A-10-0053-E,,
802,Clarication on whether or not the benefits and rights under RA 9994 (Expanded Senior Citizens Act of 2010) may also be accorded to our Foreign Retiree participants who are sixty (60) years old or above,LO-027S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_8f66a09404.pdf,under RA 9994 ,,
801,Opinion regarding the claim of former Regional Legislation Assembly Speaker Rejie Sahali-Generale to return to his office as speaker of Regional Legislative Assembly,LO-028S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_5b117a70e3.pdf, Regional Legislative Assembly,,
800,"Query on the issue: "" when does the Corporate existence of a Barangay begin? """,LO-029S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_da11bec2c3.pdf,Corporate existence of a Barangay begin,,
799,Request clearance from this department for the issuance of a Memorandum for the purpose of reassigning personnel.,LO-041S2012,01/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201481_bc51ce174e.pdf,Request clearance ,,
798,"Sangguniang Bayan of La Paz, Agusan Del Sur disapproved the IF (Intelligence Fund) budget because it did not follow the DILG MC No 99-65 dated April 23,1999",LO-044S2012,05/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201485_d3da13fca5.pdf,"DILG MC No 99-65 dated April 23,1999",,
797,"Seeking advice on whether or not the personnel of the City of Iligan would also benefit from the exemption granted the development Academy of the Philippines (DAP) from the P1,200.00 Ceiling on the registration fee or charge for the participation in convention and seminars conducted by DAP,when using Government funds.",LO-045S2012,05/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201485_6fc91d8b3b.pdf,development Academy of the Philippines,,
796,Requesting for guidance on the issue whether or not pedicabs may be allowed to use National Highways on roads subject to certain conditions,LO-046S2012,05/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201485_164d1943a3.pdf,National Highways on roads ,,
795,"Opinion regarding item 9.2.c of the "" Contract Implementation Guidelines for the Procurement of Infrastructure Projects"" , Annex ""E"" of revised Implementing Rules and Regulations of RA 9184",LO-048S2012,05/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201485_d1351c226e.pdf,revised Implementing Rules and Regulations of RA 9184,,
794,"Requesting this Department to investigate on the alleged mishandling of criminal case by certain Barangay and Police Officials which leds to arrest, detention and current prosecution for the crime of slight physical injuries",LO-049S2012,05/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201485_469f7963ec.pdf, mishandling of criminal case,,
793,"Whether it is legal for the Punong Barangay and the Sangguniang Barangay Members to "" appoint "" their close friends or allies as replacement for the two duly lected Barangay Kagawad who have previously resigned and it is legal for Barangay to operate a Material recovery Facility (MRF) close to residential areas",LO-050S2012,08/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201488_91d8e116da.pdf, Material recovery Facility (MRF),,
792,"Whether the Sangguniang Bayan of Kalibo, Aklan may grant a temporary franchise in favor of a certain cockpit, which is located within a residential subdivision project,hence prohibited under Presidential Decree No. 499, as amended by Presidential Decree 1802 as well as Kalibo Municipal Ordinance No. 20 Series of 1974",LO-051S2012,08/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201488_4dd5718e22.pdf,Municipal Ordinance No. 20 Series of 1974,,
791,"Whether or not the LGU has the power to disregard the order (DILG Memorandum Circular No. 2010-119 ) due to allege financial budgetary constraints; power to deny the appointment of the IPs Mandatory Representative due to sectoral representations provided in RA No. 7160 and power to require more documents aside from certificate of affirmation and oath of office as prescribed in letter ""E"" off aforementioned Memorandum Circular",LO-052S2012,08/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201488_7454b86adb.pdf,DILG Memorandum Circular No. 2010-119,,
790,"Clarification on the following issues: since Barangay Canumay is located in Metro Manila, can two (2) barangays be created out of it by means of Ordinance No. 37, series of 2011.When will the corporate existence of two (2) new barangay begin?in the interim,that is the prior to the first election of the barangay officials of the two (2) new barangays,can the Mayor appoint the said officials under the Ordinance No. 37, series 2011.",LO-053S2012,08/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-201488_4c36d91fa0.pdf," Ordinance No. 37, series 2011.",,
789,"Is there a need for authority from the DBM or DILG as the case may be if the Local Government shall utilize its unexpended LDRRMF to purchase vehicles and Do we consider the "" Unexpended LDRRMF"" as ""unencumbered Local Funds"" so that the only approval of the Local Chief executives is required in the purchase of enumerated (sic) in Section 7.0 of A.O. 233 as amended",LO-054S2012,14/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014814_70627de5ff.pdf, Section 7.0 of A.O. 233,,
788,Comprehensive explanation of Section 152 in relation to Section 130 of Republic Act No. 7160 as amended pertaining to the exercise of the Taxing and other revenue-raising powers of Local Governments units.,LO-055S2012,14/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014814_f3fdfd5359.pdf, Section 130 of Republic Act No. 7160,,
787,12 December 2011 Resolution No. 181-2011 which request for an exemption from the application of DILG MC No 2011-151,LO-059S2012,14/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014814_475bd82d05.pdf,Resolution No. 181-2011 ,,
786,Seek the DILG Central Office guidance on the manner of filling the temporary vacancies caused by the suspension of the Sangguniang Barangay officials,LO-60S2012,14/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014814_bd7b71bc8d.pdf, DILG Central Office guidance ,,
785,Request for Assistance and Intervention with the Bangko Sentral ng Pilipinas (BSP),LO-62S2012,14/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014814_08f1f3b1f1.pdf,Bangko Sentral ng Pilipinas,,
784,Whether or not the Regional Director has the Authority to cause implementation of the Resolution of a Sangguniang Bayan suspending a Punong Barangay with any request from the Local Legislative body,LO-001S2013,22/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014822_c929626039.pdf, Authority to cause implementation,,
783,"Vice Mayor of Antipolo City protested against Punong Barangay of San Luis, Antipolo City alleged attempt to seek an opinion from DILG as a case of forum shopping since he already sought judicial relief in Special Civil Action No. 12-1232",LO-002AS2013,22/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014822_cf9e465db8.pdf,Special Civil Action No. 12-1232,,
782,"Validity of the decision of the Sangguniang Panglungsod of Antipolo City in Admin. Case No. 2012-004,imposing upon him the penalty of suspension from six (6) months for violation of Section 60 (b)(c)(e) of Republic Act No. 7160",LO-002BS2013,22/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014822_1f202c008c.pdf,Admin. Case No. 2012-004,,
781,Queries whether a quorum exist (sic)in the presence of only nine (9)members out of eighteen (18)members of the Sangguniang Panglungsod of Antipolo in Admin. Case No. 2012-004 is valid and have no force and effect;and whether the said decision may be implemented even before the lapse of fifteen (15) days period,LO-002S2013,22/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014822_074cd03d66.pdf,Queries whether a quorum exist ,,
780,Opinion regarding 2013 Annual budget which was disapproved in its entirety by Sanggunian a vote of 9-5 without stating the reasons or grounds for their disapproval,LO-003S2013,22/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014822_727aad0798.pdf,2013 Annual budge,,
779,"Queries ""whether there is a need for Appropriation Ordinance,when SB Resolution on October 21,2010 already authorized the LCE to appropriate the loan proceeds to the purpose in Construction of Level III water system,and how will abstention vote be considered?as a negative vote or affirmative vote",LO-004S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_3a37d73dd3.pdf, Appropriation Ordinance,,
778,"Clarification on the DILG opinion no. 2B,S2013 relative to the two issues",LO-005S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_eaaff882e3.pdf,"DILG opinion no. 2B,S2013 ",,
777,"whether or not it became a ministerial duty on the part of Sangguniang Bayan to pass appropriation Ordinance no. 10,S2012 by virtue of the commitment undertaken by the municipality in Resolution no. 27,S2012 which is to appropriate the total project cost composed of loan proceeds,equity and grant;and whether or not the abstention of the lone Sangguniang Bayan member should be interpreted to be acquiesence on the subject appropriation ordinance no. 10,S2012",LO-006S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_9ddcc07986.pdf,"Ordinance no. 10,S2012 ",,
776,Query from the DILG about the legal process for payment of compensation and other emoluments of Indigenous Peoples Mandatory Representatives (IPMRs) to the Sangguniang Panlalawigan and other local Sanggunian in the Province of Sarangani.,LO-007S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_60fac281b4.pdf,legal process for paymen,,
775,"Opinion on taking into consideration that the first suspension will end on 20 September 2013 months after election,how will this level treat the subsequent order imposing another period, will the subsequent order imposing another penalty be followed even if will be served beyond the duration of the first suspension order?that suspended Mayor is seeking re-election this forth coming elections, will Aguinaldo Doctrine apply.",LO-009AS2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_9573bef334.pdf,first suspension will end on 20 September 2013,,
774,Seeking DILG opinion regarding the effect of the implementation of the Writ of Execution dated 17 January 2013 issued by the COMELEC En Banc in SPA No. 09-076 (DC),LO-010S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_beeb07aeab.pdf, SPA No. 09-076 (DC),,
773,Request the DILG opinion as to the effectivity and status of DILG Memorandum Circular no. 2011-151 (MC 2011-151),LO-011S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_647a85f35a.pdf,DILG Memorandum Circular no. 2011-151,,
772,Requesting the DILG opinion on the Controversy involving the approval of the CY 2013 Provincial Annual Budget and Annual Investment Plan by the Sangguniang Panlalawigan (SP) of Masbate.,LO-012S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_5cd5dd849f.pdf,Provincial Annual Budget and Annual Investment Plan,,
771,"Requesting advice on whether the decision dated 13 March 2013 rendered by the Office of the President dismissing the appeal of Punong Barangay of San Luis, Antipolo City in OP DC Case no. 13-A-004 is sufficient for to them to recognize Mr. Crisol L Cate as Acting Punong Barangay of San Luis, Antipolo City",LO-013S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_c8c39a2476.pdf,DC Case no. 13-A-004,,
770,"whether it is correct to recognize Vice Mayor Christopher B Maguad as the Acting Mayor of the municipality of Valderama, Antique during Mayor Mary Joyce R Roquero's suspension on the basis of presumption of regularity of the performance of official functions of the concerned Local Government Unit and its official and considering further that the issues involved are pending resolution before the COMELEC and other tribunals",LO-014S2013,28/08/2014,https://dilg.gov.ph/PDF_File/issuances/legal_opinions/dilg-legalopinions-2014828_10848b4df0.pdf,suspension on the basis of presumption,,
