NO,TITLE,REFERENCE NUMBER,RESPONSIBLE OFFICE ,DATE ,URL,KEY WORD/S
2120,Submission of OMB-issued licenses prior to release of business permits for optical media establishments,MC2011-056,"Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sanggunian in all levels, Punong Barangays, ARMM Regional Governor and DILG Regional Directors",28/04/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011428-b3e7fe8697.pdf,Submission of OMB-issued licenses 
2119,2011 National Flag Day Celebration,MC2011-061,"All Provincial Mayors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",28/04/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011428-7dff71f7af.pdf,2011 National Flag Day Celebration
2118,Guidelines in the Implementation of the Performance Challenge Fund (PCF),MC2011-062,"All Provincial Governors, City/Municipal Mayors, DILG Regional, Provincial and City Directors, CLGOOs, MLGOOs and all others concerned",28/04/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011428-98f6dea735.pdf, Performance Challenge Fund (PCF)
2117,Public Transport Assistance Program,MC2011-063,"All Provincial Governors, City/Municipal Mayorts, Presiding Officers of the Sanggunian at various levels and DILG Regional Directors",04/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201154-2000de685e.pdf,Public Transport Assistance Program
2116,2011 International Aids Candlelight Memorial,MC2011-069,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, ARMM Governor and DILG Regional Directors",12/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011512-3e6842a256.pdf,2011 International Aids Candlelight Memorial
2115,Free Birth Registration Program for the month of May 2011 for all Pantawid Pampamilyang Pilipino Program beneficiaries,MC2011-064,"All Regional Directors, Provincial Governors, City and Municipal Mayors",13/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011513-c1cf326b84.pdf,Free Birth Registration Program
2114,Visayas Island Congress of the National Movement of Young Legislators,MC2011-066,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors in Regions VI, VII and VIII",13/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011513-7e1d4dc4db.pdf,Visayas Island Congress of the NMoYL
2113,Relaxing of requirements for the issuance of Preliminary Approval for Locational Clearance (PALC) for projects being processed for enrollment under the Community Mortgage Program (CMP),MC2011-067,"All City and Municipal Mayors, and Sangguniang Panlungsod/Bayan",13/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011513-ef302ee6c6.pdf,Community Mortgage Program (CMP)
2112,Reiteration re: Operating conditions for tricycles and pedicabs,MC2011-068,"All Provincial Governors, City/Municipal Mayors, Presiding Ofifcers of the Sangguniang Panlalawigan/Panlungsod/Bayan, Punong Barangay,Regional Governor of the ARMM and DILG Regional Directors",17/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011517-b0d43bd189.pdf,Operating conditions for tricycles and pedicabs
2111,Strict enforcement and implementation of the provision of R.A. No. 9003 and the Department issuances relative thereto,MC2011-070,"Local Chief Executives, Sanggunians Presiding Officers and members and DILG Regional Directors and others concerned",24/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011524-48a6585ba2.pdf,R.A. No. 9003 
2110,21st PBMLP Convention,MC2011-071,"Provincial Governors, Regional Directors and others concerned",24/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011524-e2a25a2cb7.pdf,21st PBMLP Convention
2109,2011 World Day against Child Labor Celebration,MC2011-076,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, SK Chairperson, DILG Regional Directors/Field Officers, the ARMM Regional Governor and others concerned",31/05/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011531-6a6a9f6966.pdf,2011 World Day against Child Labor Celebration
2108,Enjoining all local officials to participate in the DILG-LGA-UPLB off campus program for a masters degree in development management and governance with a major in local governance and development,MC2011-079,"All local Chief Executives (Provincial, City and Municipal)",03/06/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201163-66ad9ad35b.pdf,Enjoining all local officials
2107,"Active faults, liquefaction susceptibility maps and landslide triggered by earthquake susceptibility maps available in Phivolcs website",MC2011-080,"All Provincial Governors, City/Municipal Mayors, members of the Sangguian Panlalawigan/Lungsod/Bayan, DILG Regional Directors and others concerned",03/06/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201163-596abc4ea4.pdf,Active faults
2106,"33rd National Disability Prevention and Rehabilitation Week Celebration July 17-23, 2011",MC2011-081,"All Regional Governors, City/Municipal Mayors, DILG Regional Directors and others concerned",27/06/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011627-5c165e331d.pdf,33rd National Disability Prevention 
2105,113th Philippine Independence Day Celebration,MC2011-082,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",27/06/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011627-d109653ac7.pdf,113th Philippine Independence Day Celebration
2104,2011 Galing Pook Awards -Innovation and Excellence in Local Governance- Guidelines for applications and nominations,MC2011-083,"All Regional Governors, City/Municipal Mayors, DILG Regional Directors and all others concerned",08/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201178-37f91f2585.pdf,2011 Galing Pook Awards
2103,"Prescribing policy, procedures and guidelines on the activation and operation of Central Fire Stations",MC2011-084,"All Regional Directors and District, Provincial, City and Municipal Fire Marshals",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-5ed7e1937f.pdf,"Prescribing policy, procedures and guidelines "
2102,Arbor Day Celebration,MC2011-086,"All Punong Barangays, Sangguniang Barangay Members, City/Municipal Mayors, Provincial Governors, Regional Governor of the Autonomous Region in Muslim Mindanao, DILG Regional Directors and all others concerned",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-85a3c8f8a0.pdf,Arbor Day Celebration
2101,Observance of Dengue Awareness Month every June and ASEAN Dengue Day every 15th of June of the year nationwide,MC2011-087,"All Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sangguniang Panlalawigan/Panlungsod/Bayan, Punong Barangays, ARMM Regional Governor, ARMM DILG Secretary and DILG Regional Directors",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-175651f3f9.pdf,Dengue Awareness Month 
2100,"Policies and guidelines governing the implementation of Republic Act No. 9994, Expanded Senior Citizens Act of 2010",MC2011-088,"All Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sangguniang Panlalawigan/Panlungsod/Bayan, Punong Barangays, Regional Governor of the ARMM and DILG Regional Directors",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-392b50d99c.pdf,Republic Act No. 9994
2099,Reiteration re Protection of Intellectual Property Rights,MC2011-089,"All Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sangguniang Panlalawigan/Panlungsod/Bayan, Punong Barangays, ARMM Regional Governor and DILG Regional Directors",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-8217f0c44b.pdf,Protection of Intellectual Property Rights
2098,Conduct of nationwide Philhealth membership enrollment and registration Part II,MC2011-090,"All Provincial Governors, City/Municipal Mayors, DILG Regional/Provincial/City Directors, CLGOOs, MLGOOs, and others concerned",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-a6a0d220ca.pdf,Conduct of nationwide Philhealth
2097,Reiteration re Supporting the National promotion campaign for the Puerto Princesa Underground River -PPUR- to be one of the New 7 Wonders of Nature,MC2011-091,"All Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sanggunian at all levels, Punong Barangays, ARMM Regional Governor and DILG Regional Directors",11/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011711-362adbc646.pdf, Supporting the National promotion
2096,Enforcement of the MMDA's Smoking Ban,MC2011-093,"All Metro Manila Mayors, Regional Director and Field Officers-DILG NCR",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-4ecaf2d01d.pdf,Enforcement of the MMDA's Smoking Ban
2095,Acquisition of local government motor vehicles,MC2011-092,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, ARMM Regional Governor, DILG Regional Directors",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-6b584a5392.pdf,Acquisition of local government motor vehicles
2094,9th Search for the Ten Accomplished Youth Organizations (TAYO),MC2011-094,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, ARMM Regional Governor, ARMM Regional Secretary, Sangguniang Kabataan Federation Presidents at all levels, Sangguniang Kabataan Chairpersons and Members, DILG R",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-0f3e6cb173.pdf,9th Search for the (TAYO)
2093,Annual Convention of the Lady Municipal Mayors Association,MC2011-096,"All provincial Governors, Municipal Mayors, DILG Regional Directors",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-1b62ed06d1.pdf,Convention of the Lady Municipal Mayors
2092,4th Visayas Island Congress of the Vice-Mayors League of the Philippines,MC2011-097,"All Provincial Governors, City/Municipal Mayors, DILG Regional Directors",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-b4d5725289.pdf,4th Visayas Island Congress
2091,International Conference on Green Urbanism,MC2011-098,"All Provincial Governors, City/Municipal Mayors, Regional Governor of the ARMM and DILG Regional Directors",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-dda2ef186d.pdf,International Conference on Green Urbanism
2090,Buwan ng Wikang Pambansa 2011,MC2011-099,"Punong Lalawigan, Punong Lungsod, Punong Bayan, Direktor Panrehiyon ng DILG, Punong Rehiyon ng ARMM at iba pang kinauukulan",13/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011713-28ef768d8d.pdf,Buwan ng Wikang Pambansa 2011
2089,Continuing Local Legislative Education Program (CLLEP) of the Philippine Councilors League,MC2011-100,"All Provincial Governors, City/Municipal Mayors and DILG Regional Directors",14/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011714-810ae513f2.pdf,Continuing Local Legislative Education Program
2088,Extending the Free Birth Registration Program for all Pantawid Pamilyang Pilipino Program beneficiaries for the whole month of July 2011,MC2011-101,"All Provincial Governors, City/Municipal Mayors and DILG Regional DIrectors",14/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011714-03ebaad14a.pdf,Extending the Free Birth Registration 
2087,Island Congresses of the Philippine Councilors League,MC2011-102,"All Provincial Governors, City/Municipal Mayors and DILG Regional Directors",14/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011714-b307adae93.pdf,Island Congresses of the PCL
2086,Support and assistance of the local government units in the implementation and sustained operation of the national tourist oriented police for community order and protection project,MC2011-103,"All Provincial Governors, City/Municipal Mayors, DILG Regional Directors and ARMM Regional Governor",20/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011720-01c1ec3f7e.pdf,Support and assistance 
2085,"National Persons With Disabilities -PWDs- Registration Week, July 18-23, 2011",MC2011-104,"Provincial Governors, City/Municipal Mayors, Barangay Captains, DILG Regional Directors and others concerned",20/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011720-1f8874e52f.pdf,National Persons With Disabilities 
2084,LGUs allocation of funds to support the anti-drug operations of PNP's Anti-Illegal Drugs Special Operations Task Force -AIDSOTF-,MC2011-105,"All Local Chief Executives, Local Sanggunian members, and others concerned",20/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011720-8c586ff0ae.pdf,LGUs allocation of funds t
2083,Launching of the Puerto Princesa Underground River - New 7 Wonders of Nature campaign,MC2011-106,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, Regional Governor of ARMM and DILG Regional Directors",20/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011720-8a09b172ad.pdf,Launching of the Puerto Princesa
2082,Mandatory coordination with NAMRIA on the acquisition of data from airborne and spaceborne platforms for use in their respective projects,MC2011-107,"All Provincial Governors, ARMM Regional Governor, City/Municipal Mayors, DILG ARMM Secretary and DILG Regional Directors",21/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011721-89899d5922.pdf,Mandatory coordination with NAMRIA
2081,Attendance to the Training of Trainers (TOT) for the implementation of the integrated sangguniang kabataan organizational leadership - Basic Orientation Seminar (ISKOLAR-BOS) Training,MC2011-108,"All Provincial Governors, City Mayors of NCR, DILG Regional Directors, the ARMM Governor,",29/07/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011729-3437836346.pdf,Attendance to the Training of Trainers (TOT)
2080,"Observance of the National Heroes Day - Pambansang Araw ng mga Bayaning Pilipino - on August 29, 2011 pursuant to Proclamation No. 84 s.2010",MC2011-110,"All Provincial Governors, ARMM Regional Governor, City/Municipal Mayors, DILG Regional Directors, DILG-ARMM Regional Secretary and others concerned",02/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201182-fa27ea0f3a.pdf,Observance of the National Heroes Day 
2079,PBMLP Series of cluster seminars,MC2011-109,"Provincial Governors, DILG Regional Directors and all others concerned",11/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011811-73d5a85862.pdf,PBMLP Series of cluster seminars
2078,Attendance of Top Youth Leaders as participants to the 49th National Rizal Youth Leadership Institute Conference,MC2011-112,"All Provincial Governors, City/Municipal Mayors, Sangguniang Members at all levels, Punong Barangays, Sangguniang Kabataan Chairmen, the ARMM Governor, the ARMM DILG Secretary, DILG Regional Directors and field officers and others concerned",11/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011811-f7b290b71b.pdf,Attendance of Top Youth Leaders
2077,Attendance to the Second Forum on Children in the Urban Environment,MC2011-114,To all City Mayors,15/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011815-fcd2193937.pdf,"Second Forum on ChildreN, Urban Areas"
2076,Attendance of Sangguniang Kabataan Provincial/Highly Urbanized City of NCR Federation Presidents to the 1st Philippine Conference on Green Jobs,MC2011-115,"All Provincial Governors, Highly Urbanized City Mayors of NCR, the ARMM Governor, the ARMM Regional Secretary, DILG Regional Directors and Field Officers and others concerned",15/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011815-0f21866c6e.pdf,Attendance of Sangguniang Kabataan Provincial
2075,"Seal of Good Housekeeping for Local Governments, CY 2011 Implementation",MC2011-095,"Provincial Governor, City/Municipal Mayors, ARMM Regional Governor and DILG Regional Directors",17/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011817-361fdc579a.pdf,CY 2011 Implementation
2074,Dengue Clean-up,MC2011-116,"All Provincial Governors, City/Municipal mayors, Punong Barangays, Local Health Officers at all levels, DILG Regional Directors, the Regional Governor of the ARMM and others concerned",18/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011818-cfa78db5d1.pdf,Dengue Clean-up
2073,Indigenous People's Month Celebration,MC2011-118,"All Provincial Governors, City/Municipal Mayors, DILG Regional/Bureau/Service Directors and others concerned",26/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011826-eff0ca6a51.pdf,Indigenous People's Month Celebration
2072,KBP's OPLAN Broadcastreeing,MC2011-120,"Concerned Provincial Governors, City and Municipal Mayors, Punong Barangays, concerned DILG Regional Directors and Field Officers and all others concerned",31/08/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011831-eba3798391.pdf,KBP's OPLAN Broadcastreeing
2071,Reiteration of DILG Memorandum Circulars on the suspension of LGU imposition and collection of pass through fees,MC2011-122,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, Presiding Officers and Members of the Sanggunians at all levels, DILG Regional Directors and others concerned",07/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201197-d0d091e565.pdf,Reiteration of DILG Memorandum Circulars 
2070,Supplemental Guidelines in accessing the 2011 Performance Challenge Fund (PCF),MC2011-123,"All Provincial Governors, City/Municipal Mayors, DILG Regional, Provincial and City Directors, CLGOOs, MLGOOs, Cluster Heads and all others concerned",07/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201197-75f1c8c714.pdf,Performance Challenge Fund (PCF)
2069,Observance of the International Coastal Cleanup Day,MC2011-124,"All Provincial Governors, City/Municipal Mayors, DILG Regional Directors and the Regional Governor of the ARMM",08/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201198-8c73dc4796.pdf,Observance of the International Coastal Cleanup
2068,"Submission of the long list of Overseas Filipino Workers, Filipinos living in Syria",MC2011-121,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and Field Officers, ARMM Governor, DILG ARMM Regional Secretary and all others concerned",09/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-201199-cf5d54bb68.pdf,Submission of the long list
2067,Public Land Titiling,MC2011-117,"All Provincial Governors, City/Municipal Mayors, DILG Regional Directors and the Regional Governor of the ARMM",12/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011912-5dc532771c.pdf,Public Land Titiling
2066,1st Negosyo sa Barangay Entrepreneurship Development Training,MC2011-119,"All Provincial Governors, City/Municipal Mayors, Liga ng mga Barangay Provincial/City/Municipal Chapter Presidents, Sangguniang Kabataan (SK) Provincial/City/Municipal Federation Presidents, Punong Barangays, DILG Regional Directors and Field Officers, AR",12/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011912-718a4abab7.pdf,Barangay Entrepreneurship Training
2065,Implementation of RA 9523,MC2011-125,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and all others concerned",13/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011913-0af3e58aa7.pdf,Implementation of RA 9523
2064,2011 National Literacy Conference,MC2011-126,"All Provincial Governors, City/Municipal Mayors, Vice Governors, Vice Mayors, Sanggunian Panlalawigan/Panglunsod/Bayan, DILG Regional Directos and all others concerned",13/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011913-819002ace1.pdf,2011 National Literacy Conference
2063,"Observance of Save Sierra Madre Day on September 26, 2011",MC2011-127,"Provincial GFovernors, City/Municipal Mayors, Punong Barangays in the provinces of Cagayan, Isabela, Nieva Vizcaya, Quirino, Nueva Ecija, Bulacan, Rizal, Quezon and Metro Manila,and DILG Regional Directors, Regions II, III, IV-A, and NCR.",13/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011913-9304552325.pdf,Observance of Save Sierra Madre Day
2062,Observance of National Children's Month in October 2011,MC2011-128,"All Provincial Governoirs, City/Municipal Mayors, Punong Barangays, Sangguniang Kabataan Chairpersons, DILG Regional Directors/Field Officers and all others concerned",13/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011913-39410467ea.pdf,Observance of National Children's Month
2061,Celebration of the 20th year of the signing of the Local Government Code of 1991,MC2011-129,"All Provincial Governors, City/Municipal Mayors, Punong Barangays and other local officials, DILG Regional Directors, Bureau Directors and all others concerned",19/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011919-2f8ae80460.pdf, Local Government Code of 1991
2060,1st Liga ng mga Barangay (LnB) National General Assembly,MC2011-130,"Provincial Governors, Metropolitan, Highly Urbanized and Independent Component Cities' Mayors, Liga ng mga Barangay Chapter Presidents, DILG Regional Directors and others concerned","September 19, 0201",https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011919-ddce416e7c.pdf,1st (LnB) National General Assembly
2059,Participation in the Philippine Water Runs 2011,MC2011-131,All City Mayors concerned,22/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011922-a40c7e0876.pdf,Participation in the Philippine Water Runs
2058,2011 Celebration of Teachers' Month,MC2011-132,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, Regional Governor of the ARMM and DILG Regional Directors",22/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011922-badf928da7.pdf,2011 Celebration of Teachers' Month
2057,Formulation of local legislation to address child labor and integration of anti-child labor initiatives in the local development plans and programs,MC2011-133,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, the ARMM Governor, the ARMM DILG Regional Secretary, DILG Regional Directors and others concerned",22/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011922-dda9bcb3c2.pdf,Formulation of local legislation 
2056,Attendance to Advocacy Workshops on Community Based Monitoring System,MC2011-137,"Concerned Provincial Governors, Municipal Mayors, DILG Regional and Provincial Directors of V and ARMM and all others concerned",30/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011930-46c3820b75.pdf,Attendance to Advocacy Workshops 
2055,Moral and Spiritual Guidance Week 2011,MC2011-140,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and all others concerned",30/09/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011930-24010956bb.pdf,Moral and Spiritual Guidance Week 2011
2054,Island Cluster Conferences of the League of Municipalities of the Philippines,MC2011-138,"All Provincial Governors, Municipal Mayors and DILG Regional Directors",04/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011104-442506d967.pdf,Island Cluster Conferences 
2053,Sangguniang Kabataan National Congress,MC2011-142,"All Provincial Governors and Vice Governors,City Municipal Mayors and Vice Mayors, Punong Barangays, Sangguniang Kabataan Chairmen, the ARMM Governor, the ARMM DILG Regional Secretary, DILG Regional Directors and Field Officers and others concerned",04/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011104-5e37c08d9a.pdf,Sangguniang Kabataan National Congress
2052,Barangay Assembly Day for the second semester of CY 2011,MC2011-144,"All Provincial Governors, City/Municipal Mayors, Liga ng mga Barangay Provincial/City/Municipal Chaper Presidents, Punong Barangays, DILG Regional Directors and Field Officers, ARMM Governor, ARMM DILG Regional Secretary and all others concerned",07/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011107-ba7a926a92.pdf,BAD for the second semester of CY 2011
2051,Conduct of Kalusugan Pangkalahatan - Community Health Team Mobilization,MC2011-145,"All Provincial Governors, City.Municipal Mayors, Punong Barangays, DILG Regional Directors and all others concerned",07/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011107-77a509233c.pdf,Conduct of Kalusugan Pangkalahatan 
2050,"Observance of Elderly Filipino Week on October 1-7, 2011",MC2011-146,"All Provincial Governors, City/Municipal Mayors, DILG Regional Directors and the ARMM Regional Governor",07/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011107-ba64edd267.pdf,Observance of Elderly Filipino Week
2049,National Correctional Consciousness Week,MC2011-147,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",07/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-2011107-060ed25439.pdf,National Correctional Consciousness Week
2048,Observance of the 150th Birth Anniversary of Leon Apacible,MC2011-148,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, Regional Governor of the ARMM and DILG Regional Directors",07/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111010-40d81aec73.pdf,150th Birth Anniversary of Leon Apacible
2047,"Repeal of Memorandum Circular 2005-143, dated December 15,2005 and titled ""Fire and Life Safety Assessment Report""",MC2010-067,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, Regional Governor of the ARMM and DILG Regional Directors",13/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111010-40d81aec73.pdf,Memorandum Circular 2005-143
2046,"Strict adherence to Full Disclosure of Local Budget and Finances, and Bids and Public Offering",MC2011-008-A,"All Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sangguniang Panlalawigan/Panlungsod/Bayan, ARMM Regional Governor and DILG Regional Directors",14/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111014-421759ac19.pdf,Strict adherence to Full Disclosure 
2045,"Reiteration of DILG-DOTC Joint Memorandum Circular No. 01, S. 2008, dated September 10, 2008, particularly on the guidelines in the establishment and operation of public transport terminals",MC2011-150,"All local Chief Executives, presiding Officers and Members of the Sanggunians at all levels, Regional Directors and others concerned",14/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111014-3c8ad8f9ca.pdf,"Memorandum Circular No. 01, S. 2008"
2044,Suspension of LGU imposition and Collection of Illegal fees and taxes,MC2011-151,"All Provincial Governors, City/Municipal Mayors, Punong Barangays, DILG Regional Directors and others concerned",14/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111014-3087ac72ed.pdf,LGU imposition and Collection of Illegal fees
2043,"Accreditation of People's Organizations, Non-Governmental Organizations, and similar aggrupations, and selection of representatives to the local special bodies",MC2010-073,"All Provincial Governors, City/Municipal Mayors, Presiding Officers of the Sangguniang Panlalawigan/Panlungsod/Bayan, DILG Regional Directors, ARMM Regional Governor and others concerned",19/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111019-3f533fd1a6.pdf,Accreditation of People's Organizations
2042,"Amending DILG Memorandum Circular No. 2010-083, Series 2010, titled, Full Disclosure of Local Budget and Finances, and Bids and Public Offerings, as amended",MC2011-134,"All Provincial Governors, City/Municipal Mayors, DILG Regional Directors,and the Regional Governor of the Autonomous Region in Muslim Mindanao",21/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111021-a3a3e4e9d1.pdf,"Memorandum Circular No. 2010-083, Series 2010"
2041,2011 Batang Pinoy Regional and National Sports Competition,MC2011-136,"All Provincial Governors, City/Municipal Mayors, Regional Governor of the ARMM and DILG Regional Directors",21/10/2011,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/DILG-Memo_Circular-20111021-b16b6f8166.pdf,2011 Batang Pinoy Sports Competition
