NO,TITLE,REFERENCE NUMBER,RESPONSIBLE OFFICE ,DATE ,URL,KEY WORD/S
618,2020 National Geography Challenge,MC2020-011,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, DILG Regional Directors, BARMM Minister of Local Government, and others concerned",28/01/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020128_248313ec9a.pdf,2020 National Geography Challenge
617,"1st ASEAN Regional Conference of Librarians, to be held on March 10-13, 2020 at the Philippine International Convention Center, Pasay City",MC2020-012,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors, and others concerned",29/01/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020129_8689f60b71.pdf,1st ASEAN Regional
616,2020 Observance of the Safer Internet Day for Children Philippines,MC2020-013,"All DILG Regional Directors, Field Officers, BARMM Minister of Local Government, and all others concerned",29/01/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020129_824fd1d29a.pdf,2020 Observance
615,Dance Xchange:The Philippine International Dance Workshop and Festival,MC2020-014,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors, and others concerned",30/01/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020130_c1c10a0b04.pdf,Dance Xchange
614,"3rd International Conference on Cordillera Studies (ICCS), to be held on July 8-10,2020, at the CAP-John Hay Trade and Cultural Center, Baguio City",MC2020-015,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors and others concerned",31/01/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020131_d59cfeeb6d.pdf,3rd International Conference
613,Observance of the 2020 Adoption Consciousness Day Celebration,MC2020-016,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, The BARMM Governor, DILG Regional Directors and Field Officers, The BARMM DILG Regional Secretary and others Concerned",,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020131_12067b07b0.pdf,Observance of the 2020
612,"Guides to Action against ""Coronavirus""",MC No. 2020-018,All concerned,03/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202023_cef987ad9a.pdf,"Guides to Action against ""Coronavirus"""
611,Attendance of the Local Chief Executives to the Ecosystem of Stakeholders for Sustainable Agriculture (ESSA) First National Conference on 11-15 February 2020 in Iloilo City,MC No. 2020-017,"All DILG Regional Directors and Field Officers, All City Mayors and Municipal Mayors",03/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202023_4c36ddc5d8.pdf,Attendance of the Local Chief
610,30th National Convention of the Provincial Board Members League of the Philippines (PBMLP),MC No. 2020-019,"All Provincial Governors, DILG Regional Directors and others concerned",03/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202023_d432af63ad.pdf,30th National Convention
609,"Area Elections for Term 2019-2022 of the Lady Local Legislators League of the Phlippines, Inc. (Four-L)",MC2020-020,"All Provincial Governors, City Mayors, Municipal Mayrs, BARMM Minister of Local Government, DILG Regional Direftors and others concerned",04/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202024_c1d0b37118.pdf,Area Elections for Term 2019-2022
608,"2nd Kabataan Kontra Droga at Terorismo (KKDAT) National Summit on February 7, 2020",MC2020-021,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, DILG Regional Directors, BARMM Minister of Local Government and others concerned",05/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202025_c739dbc14b.pdf,2nd Kabataan Kontra Droga
607,"10th ECO Forum ( Forum on Investment for Tourism and Environmental Sustainability), February 27-29, 2020 at the Clark Freeport and Special Economic Zone, Angeles City (Pampanga)",MC No. 2020-022,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors, and others Concerned",06/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202026_25979ab045.pdf,10th ECO Forum
606,Amended Guide to Action Against the 2019 Novel Coronavirus Acute Respiratory Disease,MC No. 2020-023,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors and Field Offices, and all others concerned",06/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202026_9dec468b19.pdf,Amended Guide to Action
605,Guidelines for Application to the Galing Pook Awards 2020 for Outstanding Local Governance Programs,MC No 2020-025,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors, and others concerned",07/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202027_79292a6ff8.pdf,Guidelines for Application
604,Attendance to the 2020 Enhanced Comprehensive Local Integration Program (ECLIP) National Summit,MC No 2020-026,"All Provc'l. Governors, HUC Mayors, National Presidents of Union of Local Authorities of the Philippines (ULAP), League of Provinces of the Philippines (LPP), League of Cities of the Philippines (LCP), League of Municipalities of the Philippines (LMP), Liga ng mga Barangay sa Pilipinas (LnB), Provcl / HUC Local Social Welfare Dev't. Officers, DILG Undersecretaries, Assistant Secretaries, Bureau / Service / Regional / Provincial / HUC Directors, Regional, LGMED Chiefs, Regional / Provincial / HUC ECLIP Focal Persons, and all others concerned, Except BARMM",07/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202027_0e1209b4e1.pdf,Attendance to the 2020
603,Continued Implementation of the Presidential Directive to Clear Roads of Illegal Obstructions (ROAD CLEARING 2.0),MC No 2020-027,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, Heads of Local Sanggunians, DILG Regional Directors, The BARMM Minister of Local Government, and all others concerned",07/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202027_dae7065e29.pdf,Continued Implementation
602,"Guidelines in the Implementation of Policies, Rules and Regulations on Motor Vehicle Overloading and Speed Limits by the Local Government Units (LGUs) and designation of LGU Law Enforcement Officers (LEOs)",MC No 2020-028,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, BARMM Minister of Local Government",10/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020210_99560cb6b0.pdf,Guidelines in the
601,Inviting Nominations for the 12th Dubai International Awards for Sustainable Development,MC No 2020-029,"All Provincial Governors, BARMM Chief Minister, City Mayors, Municipal Mayors, DILG Regional Directros, BARMM Minister of Local Government, Field Officers and others concerned",11/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020211_906e72ed08.pdf,Inviting Nominations
600,2020 Observance of the National Awareness Week for the Prevention of Child Sexual Abuse and Exploitation,MC No 2020-030,"All DILG Regional Directros, Field Officers, BARMM Minister of Local Government, and all others concerned",11/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020211_36239d55de.pdf,2020 Observance
599,Mandatory Establishment of Impound Areas by Local Government Units,MC No 2020-031,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, Presiding Officers of Local Sanggunians, DILG Regional Directors, BARMM Minister of Local Government, and all others concerned",12/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020212_2712974e64.pdf,Mandatory Establishment
598,Submission of Data on the Implementation of Republic Act 11261 or the First Time Jobseekers Assistance Act of 2019,MC No 2020-032,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional / Provincial / City Directors, Cluster Leaders, C/MLGOOS and all others concerned",12/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020212_a99adeadd8.pdf,Submission of Data
597,Amendment to Guidelines on Continued Implementation of the Presidential Directive to Clear Roads of Illegal Obstructions ( ROAD CLEARING 2.0 ),MC No. 2020-033,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, Heads of Local Sanggunians, DILG Regional Directors, the BARMM Minister of Local Government, and all others concerned",14/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020214_0427e95606.pdf,Amendment to Guidelines
596,"Conduct of the "" LCPCng Gumagalaw "" Caravan",MC No. 2020-035,"All DILG Regional Directors, BARMM Minister of Local Government, Provincial Governors, City and Municipal Mayors, and others concerned",17/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020217_4fcbdde77f.pdf,"Conduct of the "" LCPCng Gumagalaw "" Caravan"
595,"Prohibiting Tricycles, Pedicabs, and Motorized Pedicabs from Operating on National Highways",MC No. 2020-036,"All Provincial Governors, City Mayors, Municipal Mayors, Presiding Officers of the sangguniang Panlalawigan, Sangguniang Panglungsod, and Sangguniang Bayan, Punong Barangays, Regional Governor of the BARMM, Chief of the Philippine National Police, Chief of the Bureau of Fire Protection, and all other concerned",17/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020217_d3608684ab.pdf,Prohibiting Tricycles
594,34th EDSA People Power Anniversary Celebration,MC No. 2020-037,,19/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020219_abee1553ee.pdf,34th EDSA People Power Anniversary Celebration
593,"Participation and Attendance to the 12th Annual National Convention on Climate Change and Disaster Risk Reduction on 27-29 March 2020 at the Tamaraw Beach Resort, Puerto Galera, Oriental Mindoro",MC No. 2020-038,,20/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020220_3a483c0d22.pdf,Participation and Attendance
592,"Addendum to the DILG Memorandum Circular 2020-026 dated February 7, 2020 with subject ""Attendance to the 2020 Enhanced Comprehensive Local Integration Program (ECLIP) National Summit""",MC No. 2020-039,,20/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020220_241e583ed0.pdf,Addendum to the DILG
591,Guidelines on the issuance of Idenfification Cards (IDs) to all elected and Appointed Barangay Officials and Sangguniang Kabataan Members,MC No. 2020-040,,20/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020220_526eb28d56.pdf,Guidelines on the issuance
590,Conduct of Barangay Assembly Day for the First Semester of CY2020,MC No. 2020-041,,20/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020220_71a60004c8.pdf,Conduct of Barangay Assembly
589,Dissemination of Executive Order No. 103 Reconstituting and Strengthening the National Quincentennial Committee,MC No. 2020-042,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, BARMM Minister for Local Government, DILG Regional Directors, and others concerned",26/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020226_8424c2d3c2.pdf,Executive Order No. 103
588,Enjoining Support for the Adoption and Implementation of the LGU Resilience Readiness Monitoring Framework (LRRMF),MC No. 2020-043,"Local Chief Executives and Sanggunian Members of Provinces, Cities and Municipalities",26/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020226_136849d937.pdf,Enjoining Support
587,2020 Census of Population and Housing,MC No. 2020-044,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, DILG Regional Directors, The Chief Minister of BARMM and all others concerned",26/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020226_584c6fdd32.pdf,2020 Census of Population and Housing
586,"Earth Hour 2020 : # Change The Ending Campaign on March 28, from 8:30 to 9:30 P.M.",MC No. 2020-045,"All Provincial Governors, City Mayors, Municipal Mayors, Punong Barangays, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directros and others concerned",26/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020226_5a0e2ee29e.pdf,Earth Hour 2020
585,Support to the Duterte Legacy Summit,MC No. 2020-046,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Minister of Local Government, DILG Regional Directors, and others concerned",26/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020226_55d5037bf4.pdf,Support to the Duterte Legacy Summit
584,"An Updates on the Functionality Indicators, Rules and Responsiblities and Monitoring Guidelines of Barangay Peace and Order Committee (BPOC) thereby Amending DILG MC 2008-101 dated 17 June 2008",MC No 2020-047,"All City, Municipal Mayors, Punong Barangays, DILG Regional Directors and Field Officers, Minister of Local Government-BARMM and all others concerned",27/02/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020227_3660c5f0a9.pdf,An Updates on the Functionality
583,Attendance to National Conference of Population Officers and Workers,MC No 2020-048,"All Provincial Governors, City / Municipal Mayors, DILG Regional Directors, BARMM and other concerned",03/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202033_928cc242bd.pdf,Attendance to National Conference
582,34th Annual Consultative Conference of the Local Government Mechanical Engineers' Association of the Philippines (LOGOMEAP),MC No. 2020-049,,04/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202034_4333e42ca5.pdf,34th Annual Consultative Conference
581,16th Women with Disabilities Day Celebration,MC No. 2020-050,,04/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202034_bfe8ab759b.pdf,16th Women with Disabilities Day Celebration
580,2020 National Women's Month Celebration,MC No. 2020-051,"All Provincial Governors, City / Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors and Field Officers, and others concerned",05/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202035_1a4fe95ec1.pdf,2020 National Women's Month Celebration
579,Call for Proposals on the 2020 K-City Network: Global Cooperation Program,MC No. 2020-052,"All Provincial Governors, City Mayors and Municicpal Mayors, punong Barangays, DILG Regional Directors and BARMM Minister of Local Government, Provincial, City Directors and Field Officers, and others concerned",09/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202039_73afe54d74.pdf,Call for Proposals on the 2020
578,Policies and General Guidelines for the Implementation of the 2020 Citizen Satisfaction Index System (CSIS),MC No. 2020-053,"All Provincial Governors, City Mayors, DILG Regional Directors and others concerned",09/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202039_a9314d9e55.pdf,Policies and General Guidelines
577,Conduct of Community Visit of Local Chief Executive to Component Local Governemnt Units,MC No. 2020-054,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Minister of Local Government including DILG Regional, Provincial Directors, City Directors, Municipal Local Government Operations Officers and others concerned",10/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020310_4491426c3e.pdf,Conduct of Community
576,47th Ship for Southeast Asian and Japanese Youth Program (SSEAYP),MC No. 2020-055,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, DILG Regional Directors and Field Officers, BARMM Chief Minister, BARMM Minister of Local Government, Sangguniang Kabataan Officials, and others concerned",10/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020310_7a1de15646.pdf,47th Ship for Southeast Asian
575,"Attendance of Local Government Officials to the 14th National Rover Moot on 3-9 May 2020 at Barangay Duyong-Tingib, Pandan, Antique",MC No. 2020-056,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors, DILG Field Officers and others concerned",11/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020311_ea3e994ad3.pdf,Attendance of Local Government
574,Attendance to the First Summit on Scaled-Up Actions for Nutrition in the Philippines,MC No. 2020-057,All Provincial Governors of the 32 Priority Provinces of the Human Development and Poverty Reduction Cabinet Cluster (HDPRC),12/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020312_67f8a9c631.pdf,Attendance to the
573,"Enjoining Support for the Implementation of Republic Act No. 11337 otherwise known as the ""Innovative Startup Act"" and its Implementing Rules and Regulations (IRR)",MC No. 2020-058,"All Provincial Governors, BARMM Chief Minister, City and Municipal Mayors, DILG Regional Directors, DILG Field Officers, BARMM Minister of Local Government and others concerned",20/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020320_2be8066211.pdf,Enjoining Support for
572,Attendance to the 25th National Housing Convention and Trade Exhibits,MC No. 2020-059,"All Provincial Governors, City/Municipal Mayors, BARMM Chief Minister, BARMM Minister of Local Government, DILG Regional Directors and others concerned",20/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020320_6be6a5d166.pdf,Attendance to the
571,"2020 International Conference on Biosphere and Sustainability on July 13-16, 2020 in Puerto Princesa City (Palawan)",MC No. 2020-060,"All Provincial Governors, City Mayors, Municipal Mayors, BARMM Chief Minister, DILG-BARMM Minister of Local Government, DILG Regional Directors and others concerned",22/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020322_41962cfad0.pdf,2020 International Conference
570,Ensuring that the Food Relief Operations to be Distributed to Muslim Communities are Halal Compliant During the Period of Enhanced Community Quarantine,MC No. 2020-061,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors, BARMM Minister of Local Government, Punong Barangays, Sangguniang Barangay Members and others concerned",22/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020322_a9847d7b9a.pdf,Ensuring that the
569,"Suppletory LGU Guidelines on the Implementation of Enhanced Community Quarantine in Luzon, and State of Public Health Emergency in other parts of the Country due to the COVID-19 Threat",MC No. 2020-062,"All Provincial Governors, City Mayors, Municipal Mayors, Sangguniang Panlalawigan/Panlungsod/Bayan Members, Punong Barangay, DILG Regional Directors, BARMM Minister for Local Government and others concerned",22/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020322_28333f20aa.pdf,Suppletory LGU Guidelines
568,Interim Guidelines on the Management of Human Remains for Patient Under Investigation (PUI) and Confirmed Coronavirus Disease 2019 (COVID-19) Cases,MC No. 2020-063,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors and Field Officers, BARMM Minister of Local Government, Philippine National Police, Bureau of Fire Protection, and all others concerned.",27/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020327_b5f709a5b7.pdf,Interim Guidelines
567,Provincial/City/Municipal Special Care Facilities and Isolation Units amid the COVID-19 Pandemic,MC No. 2020-064,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors and Field Offices, and all others concerned",29/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020329_1a459ece60.pdf,Provincial/City/Municipal
566,Guidelines for Local Government Units in the Provision of Social Amelioration Measures by the National Government to the Most Affected Residents of the Areas under Enhanced Community Quarantine,MC No. 2020-065,"All Provincial Governors, City and Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, DILG Regional Directors, The BARMM Minister of Local Government, and all others concerned",30/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020330_57e1f22a3a.pdf,Guidelines for Local
565,Guidelines on Providing Proper Welfare of Persons with Disabilities during the Enhanced Community Quarantine due to the Coronavirus 2019 (COVID-19) Pandemic,MC No. 2020-066,"All DILG Regional Directors and Field Officers, Provincial Governors, City/Municipal Mayors, Punong Barangay, Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) Chief Minister, and all others concerned",31/03/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020331_44e4c8be1a.pdf,Guidelines on Providing
564,Additional Guidelines on Quarantine and Isolation Measures relative to the COVID-19 Situation,MC No. 2020-067,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, DILG Regional Directors, The BARMM Minister of Local Government, and all others concerned",02/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202042_b63f1f123b.pdf,Additional Guidelines
563,Postponement of all Administrative Demolition and Eviction Activities during the Enhanced Community Quarantine and State of National Emergency,MC No. 2020-068,"All Provincial Governors, City and Municipal Mayors, DILG Regional Directors, BARMM Minister of Local Government, Punong Barangays, and all other concerned individuals",02/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202042_1423bdb00e.pdf,Postponement of all
562,"University of the Philippines Open University's Massive Open Online Courses on Inter-Local Cooperation on May 18 to August 7, 2020",MC No. 2020-069,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, BARMM Minister for Local Government, and all others concerned",03/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202043_b6503320a4.pdf,University of the Philippines
561,"Reconstitution of PMCs in Provinces, Municipalities, Cities and Organization of PMECs in Barangays",MC No. 2020-070,"Concerned Governors, City/Municipal Mayors, and Punong Barangays",07/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202047_2a22792567.pdf,Reconstitution of PMCs in Provinces
560,Mandatory Wearing of Face Masks or other Protective Equipment in Public Areas,MC 2020-071,"All Provincial Governors, City and Municipal Mayors, Punong Barangays, Members of the Sanngunian, DILG Regional Directors and Field Officers, BARMM Minister of the Interior and Local Government, and all others concerned",09/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202049_cfaebca293.pdf,Mandatory Wearing of Face Masks or other Protective
559,Temporary Shelter / Accommodation for the Safety and Protection Against Discrimination of Health Workers,MC No. 2020-072,"All Provincial Governors, City Mayors, Municipal Mayors, Provincial/ City/ Municipal Sanggunian, DILG Regional/ Provincial/ City Directors, C/M LGOOs, Minister of the Interior and Local Government, BARMM and Field Officers and others concerned",12/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020412_d09896ea9c.pdf,Temporary Shelter
558,Guidelines for the Conduct of the Expanded Testing Procedures for COVID-19,MC No. 2020-073,"Chief, PNP, Chief, BFP, All Provincial Govrnors, City and Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, DILG Regional Directoros, the BARMM Minister of Local Government, and all others concerned",13/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020414_6237b314e6.pdf,Guidelines for the Conduct
557,"Realignment and Augmentation of SK Budget to Provide Funds for Programs, Projects and Activities (PPAs) Related to Coronavirus Disease 2019 (COVID-19)",MC No. 2020-074,"All City and Municipal Mayors, City and Municipal Vice Mayors, Members of the Sangguniang Panlungsod/Bayan, Punong Barangays, Sangguniang Barangay Members, Sangguniang Kabataan (SK) Chairpersons, SK Members, SK Secretaries and Treasurers, DILG Regional Directors, BARMM Minisiter of Local Government and all others concerned",14/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020414_a10aee3325.pdf,Realignment and Augmentation
556,Establishment of the DILG Overseas Filipino Workers' (OFW) Desk and Designation of DILG-OFW Desk Officer,MC No. 2020-075,"All DILG Regional Directors and Field Officers, BARMM Minister of Local Government, and others concerned",23/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020423_4de6b7f780.pdf,Establishment of the DILG
555,National Heritage Month (NHM) Celebration in May 2020,MC No. 2020-076,"All Provincial Governors and ARMM Regional Governor, City and Municipal Mayors, Punong Barangays, DILG Regional Directors and ARMM Regional Secretary, Provincial, City Directors and Field Officers, and others concerned",24/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020424_efc9a9e254.pdf,National Heritage Month (NHM) Celebration in May 2020
554,Rationalizing the Establishment of a Local Government Unit Task Force Against COVID-19,MC No. 2020-077,"All Provincial Governors, City and Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, DILG Regional Directors, the BARMM Minister of Local Government, The Chief of the Philippine National Police, The Chief of the Bureau of Fire Protection, and all others concerned",24/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020424_a6a4af4ba9.pdf,Rationalizing the Establishment
553,Monitoring of Children-in-Conflict with the Law in LGU-Managed Detention Facilities with Suspected and Confirmed Cases of COVID-19,MC No. 2020-078,"All Concerned Provincial Governors of Provinces with LGU-Managed Detention Facilities, BARMM Chief Minister, DILG Regional Directors, BARMM Minister of Local Government, Field Officers and others concerned",28/04/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020429_8649d96943.pdf,Monitoring of Children
552,"Clarificatory Guidelines on the Use of Peace and Order Council (POC) Funds for COVID-19-related Programs, Projects, Services, and Activities (PPSAs)",MC No. 2020-079,"All Regional, Provincial, Highly Urbanizaed City (HUC), Independent Component City (ICC), Component City (CC), and Municipal Peace and Order Council (POC) Chairpersons and Vice Chairpersons, POC Secretariat Heads, BARMM Chief Minister, BARMM Minister for Local Government, and others concerned",01/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202051_c05a09b6f0.pdf,Clarificatory Guidelines
551,Implementing Guidelines for the Rice Resiliency Project of the Department of Agriculture,MC No. 2020-080,"All DILG Regional Directors and Field Officers, Provincial Governors, City/Municipal Mayors, Punong Barangay, Bangsamoro Autonomous Region in Muslim Mindanao (BARMM) Chief Minister, and all others concerned.",05/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202055_c08d4682f0.pdf,Implementing Guidelines
550,Enjoining the Use of StaySafePH Application System for the Management of Corona Virus Situation,MC No. 2020-081,"Local Chief Executives and Sanggunian Members of Provinces, Cities and Municipalities",08/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-202058_6412fc53ff.pdf,Enjoining the Use of
549,"Guidelines in Implementing RA No. 11285 or the ""Energy Efficiency and Conservation Act"" and its IRR",MC No. 2020-082,"All Provincial Governors, City Mayors, Municipal Mayors, DILG Regional Directors, BARMM Minister for Local Government, and others concerned",09/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020510_3853ef813a.pdf,RA No. 11285
548,Guidelines for Local Government Units on the Regulation of Public Transportation in Areas under General Community Quarantine and Interzonal Trasportation,MC No 2020-083,"All Provincial Governors, City and Municipal Mayors, Heads of Local Sanggunians, Punong Barangays, Philippine National Police, DILG Regional Directors, The BARMM Minister of Local Government, and all others concerned",19/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020519_8b03ea8b57.pdf,Guidelines for Local Government
547,"Provision of Grace Period and / or other related Mechanisms in the Collection of Applicable Taxes, Fees and Dues from Energy Facilities relative to the Extended imposition of the Enhanced Community Quarantine",MC No 2020-084,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, Provincial / City / Municipal, Sanggunian, DILG Regional Directors, The BARMM Minister for Local Government, and all others concerned",21/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020521_222ad8f647.pdf,Provision of Grace Period
546,"Adoption of Administrative Order 30 on the Interruption of Periods for Filing and Submission of Documents, Cancellation of Proceedings, Suspension of Deadlines for Payment of Taxes, Fees and others Charges, and on the Movement of Timelines for the Grant and Release of Benefits",MC No 2020-085,"All Provincial Governors, City / Municipal Mayors, Punong Barangays, Provincial / City / Municipal, Sanggunian, DILG Regional Directors, The BARMM Minister for Local Government, and all others concerned",21/05/2020,https://dilg.gov.ph/PDF_File/issuances/memo_circulars/dilg-memocircular-2020521_8cf5148767.pdf,Adoption of Administrative Order 30
